,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Hem Shaped,Placket,Arabian Clothing,Top Type,Belt
556,swdress02201214745,,20,0,0,0,0,0,0,3,0,17,3,19,Casual,Black and White,Colorblock,Short,Shirt,Collar,Long Sleeve,Regular Sleeve,,"Contrast Collar, Ruffle Hem",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Spliced PU Ruffle Hem Dress,16.0,Flounce,,,,
557,swsweatsh07201208735,,20,0,0,0,0,0,0,1,0,19,0,15,Casual,Black and White,Striped,Crop,Half Placket,Polo,Long Sleeve,Drop Shoulder,,"Raw Hem, Button Front",Spring/Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Striped Sweatshirt,12.99,,,,,
558,swvest07201124424,,692,1,0,4,0,15,5,36,7,638,187,4,Casual,Black,Plain,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Crop Cami Top,4.0,,,,,
559,swvest07200903203,,692,1,0,4,0,15,5,36,7,638,187,4,Casual,Mint Green,Plain,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Crop Cami Top,4.0,,,,,
560,swvest07201124236,,692,1,0,4,0,15,5,36,7,638,187,3,Casual,White,Plain,Crop,Cami,Spaghetti Strap,,,,"Lettuce Trim, Rib-Knit",Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Crop Cami Top,3.0,,,,,
561,swtee04201105771,,139,0,0,0,0,1,0,6,0,132,6,7,Casual,White,Cartoon,Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,100% Cotton,Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Dinosaur Print Tee,5.99,,,,,
562,swdress01201126208,,4510,25,5,28,6,103,26,232,58,4122,1203,13,Casual,Baby Blue,Plain,Short,Bodycon,Round Neck,Sleeveless,,,Drawstring,Summer,100% Polyester,Polyester,Slight Stretch,No,Slim Fit,,Natural,,,,,,Solid Drawstring Side Bodycon Dress,11.0,Pencil,,,,
563,swdress01200720444,,4510,25,5,28,6,103,26,232,58,4122,1203,13,Casual,Green,Plain,Short,Bodycon,Round Neck,Sleeveless,,,,Summer,100% Polyester,Polyester,Slight Stretch,No,Slim Fit,,High Waist,,,,,,Solid Drawstring Side Bodycon Dress,11.0,Asymmetrical,,,,
564,swdress01200817863,,4510,25,5,28,6,103,26,232,58,4122,1203,13,Casual,Black,Plain,Short,Bodycon,Round Neck,Sleeveless,,,"Drawstring, Rib-Knit",Summer,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,Ribbed Ruched Drawstring Bodycon Dress,11.0,Pencil,,,,
565,swdress01200817029,,4510,25,5,28,6,103,26,232,58,4122,1203,13,Casual,Dark Green,Plain,Short,Bodycon,Round Neck,Sleeveless,,,"Drawstring, Rib-Knit",Summer,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,Ribbed Ruched Drawstring Bodycon Dress,11.0,Pencil,,,,
566,swdress01200817067,,4510,25,5,28,6,103,26,232,58,4122,1203,13,Casual,Dusty Blue,Plain,Short,Bodycon,Round Neck,Sleeveless,,,"Drawstring, Rib-Knit",Summer,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,Ribbed Ruched Drawstring Bodycon Dress,11.0,Pencil,,,,
567,swdress01200818282,,4510,25,5,28,6,103,26,232,58,4122,1203,13,Elegant,Red,Plain,Short,Bodycon,Round Neck,Sleeveless,,,"Drawstring, Rib-Knit",Summer,100% Polyester,Polyester,Slight Stretch,No,Slim Fit,,High Waist,,,,,,Drawstring Side Rib-knit Bodycon Dress,11.0,Pencil,,,,
568,swtee44201201021,,154,3,0,5,2,11,3,12,4,123,29,0,Casual,Dusty Pink,Plain,Regular,,V neck,Long Sleeve,Regular Sleeve,Pullovers,Ruched,Spring,"35% Cotton, 65% Polyester",Cotton Blends,High Stretch,No,Slim Fit,,,,,,,,V Neck Ruched Front Tee,3.49,,,,,
569,swtee44201201892,,154,3,0,5,2,11,3,12,4,123,29,4,Casual,Grey,Plain,Regular,,V neck,Long Sleeve,Regular Sleeve,Pullovers,Ruched,Spring/Fall,"35% Cotton, 65% Polyester",Cotton Blends,High Stretch,No,Slim Fit,,,,,,,,V Neck Ruched Front Tee,3.49,,,,,
570,swvest07201028754,,113,0,0,2,1,7,0,15,1,91,6,6,Casual,Black,Plain,Crop,Cami,Spaghetti Strap,,,,"Pearls, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Pearls Straps Rib-knit Crop Cami Top,5.0,,,,,
571,swvest07201230576,,113,0,0,2,1,7,0,15,1,91,6,6,Casual,Maroon,Plain,Crop,Cami,Spaghetti Strap,,,,"Pearls, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Pearls Straps Rib-knit Crop Cami Top,5.0,,,,,
572,swvest07201230708,,113,0,0,2,1,7,0,15,1,91,6,6,Casual,Mint Green,Plain,Crop,Cami,Spaghetti Strap,,,,"Pearls, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Pearls Straps Rib-knit Crop Cami Top,5.0,,,,,
573,swvest07201230691,,113,0,0,2,1,7,0,15,1,91,6,6,Casual,"Pastel, Lime Green",Plain,Crop,Cami,Spaghetti Strap,,,,"Pearls, Rib-Knit",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Pearls Straps Rib-knit Crop Cami Top,5.0,,,,,
574,swvest07201031039,,499,1,0,1,0,7,1,23,4,467,106,4,Casual,Multicolor,Leopard,Crop,Cami,Spaghetti Strap,,,,"Frill, Lettuce Trim, Ruched Bust",Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Ruched Bust Seam Front Leopard Cami Top,4.0,,,,,
575,swskirt07201231226,,1,0,0,0,0,0,0,0,0,2,0,4,Casual,Pink,"Floral, All Over Print",Mini,Straight,,,,,Split,Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,,,Natural,,,,,,SHEIN Slit Hem Allover Floral Skirt,4.0,,,,,
576,swvest07201118568,,73,0,0,0,0,0,0,1,0,72,11,7,Casual,Black,Floral,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Sheer",Summer,"5% Spandex, 95% Polyester",Mesh,Slight Stretch,Yes,Slim Fit,,,,,,,,SHEIN Floral Lace Trim Mesh Cami Top,6.0,,,,,
577,swpants44201031675,,41,0,0,0,0,2,0,6,0,33,3,17,,Grey,Plain,Long,,,,,,,All,"35% Polyester, 65% Cotton",Cotton,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,Heather Grey Elastic Waist Pants,14.0,,,,,
578,swjumpsui07201102764,,7,0,0,0,0,0,0,0,0,7,0,8,Casual,Black,Plain,Long,Overall,Straps,Sleeveless,,,"Button, Pocket, Zipper",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Patch Pocket Flare Leg Overall Jumpsuit,6.99,,,,,
579,swskirt07201130013,,210,0,0,0,0,2,0,10,1,198,24,0,Casual,Black and White,Plaid,Mini,Flared,,,,,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,SHEIN Plaid Print Flare Skirt,5.0,,,,,
580,swvest07200808954,,5917,40,8,72,10,221,56,396,119,5190,1445,7,Casual,Black,Plain,Crop,Tank,Scoop Neck,,,,Asymmetrical,Summer,"10% Spandex, 90% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Faux Leather Bustier Cropped Tank Top,6.0,Asymmetrical,,,,
581,swtop04201125903,,134,0,0,0,0,2,0,10,0,123,11,13,Casual,Multicolor,Geometric,Crop,,V neck,Sleeveless,,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,Argyle Pattern Crop Sweater Vest,11.0,,,,,
582,swtop04201225379,,134,0,0,0,0,2,0,10,0,123,11,13,Casual,Multicolor,Geometric,Crop,,V neck,Sleeveless,,Pullovers,,Spring,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,Colorblock Argyle Pattern Sweater Vest,11.0,,,,,
583,swskirt44201218200,,3,0,0,0,0,0,0,0,0,4,0,4,Boho,Black,"Floral, All Over Print",Mini,Straight,,,,,Split,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,Allover Floral Print Slit Hem Skirt,4.0,,,,,
584,swouter04200714195,,10000,0,0,0,0,0,0,0,0,9999,3678,20,Preppy,Multicolor,Geometric,Crop,Cardigan,V neck,Long Sleeve,Drop Shoulder,,Button Front,Spring/Fall,100% Acrylic,Acrylic,High Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Button Front Argyle Crop Cardigan,17.0,,,,,
585,swouter04200821260,,10000,0,0,0,0,0,0,0,0,9999,3678,20,Casual,Black,Geometric,Crop,Cardigan,V neck,Long Sleeve,Drop Shoulder,,Button Front,Spring/Fall,100% Acrylic,Acrylic,High Stretch,No,Regular Fit,,,,No,,,,Drop Shoulder Button Front Argyle Cardigan,17.0,,,,,
586,swouter04200821389,,10000,0,0,0,0,0,0,0,0,9999,3678,20,Casual,Black,Geometric,Crop,Cardigan,V neck,Long Sleeve,Drop Shoulder,,Button Front,Spring/Fall,100% Acrylic,Acrylic,High Stretch,No,Regular Fit,,,,No,,,,Drop Shoulder Button Front Argyle Cardigan,17.0,,,,,
587,swouter04200821427,,10000,0,0,0,0,0,0,0,0,9999,3678,20,Casual,Black,Geometric,Crop,Cardigan,V neck,Long Sleeve,Regular Sleeve,,Button Front,Spring/Fall,100% Acrylic,Acrylic,High Stretch,No,Regular Fit,,,,No,,,,Drop Shoulder Button Front Argyle Cardigan,17.0,,,,,
588,swouter04200821773,,10011,0,0,0,0,0,0,0,0,11,3689,20,Casual,Black,Geometric,Crop,Cardigan,V neck,Long Sleeve,Drop Shoulder,,Button Front,Spring/Fall,100% Acrylic,Acrylic,High Stretch,No,Regular Fit,,,,No,,,,Drop Shoulder Button Front Argyle Cardigan,17.0,,,,,
589,swouter04200921631,,10000,0,0,0,0,0,0,0,0,9999,3678,20,Preppy,Black,Geometric,Crop,Cardigan,V neck,Long Sleeve,Drop Shoulder,,Button Front,Spring/Fall,100% Acrylic,Acrylic,High Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Button Front Argyle Cardigan,17.0,,,,,
590,swsweater23201110373,,113,0,0,1,0,0,0,5,1,107,11,13,Elegant,Chocolate Brown,Plain,Regular,Basic Tops,High Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Slim Fit,,,,,,,,Turtleneck Solid Rib-knit Sweater,11.0,,,,,
591,swpants04201117091,,18,0,0,0,0,0,0,3,0,15,0,24,,Black,Graphic,Long,Straight Leg,,,,,"Button, Pocket, Zipper, Washed",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Lightning Print Straight Leg Jeans,20.0,,,,,
592,swblouse04201106951,,43,1,0,1,0,3,0,5,0,33,1,17,Casual,White,Plain,Regular,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,"Button, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Solid Button Front Blouse,14.0,,,,,
593,swvest07201204429,,29,0,0,0,0,0,0,2,0,28,7,3,Casual,Black,Plain,Crop,Cami,Spaghetti Strap,,,,,Summer,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Textured Knit Cami Top,3.0,,,,,
594,swtee07201208071,,55,1,0,0,0,0,0,1,0,53,11,6,Casual,Black,Plain,Crop,,Stand Collar,Cap Sleeve,Regular Sleeve,Half Placket,"Zipper, Rib-Knit",Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Mock-Neck Zip Half Placket Rib-knit Top,4.99,,,,,
595,swtee07201229911,,55,1,0,0,0,0,0,1,0,53,11,6,Casual,Maroon,Plain,Crop,,Stand Collar,Cap Sleeve,Regular Sleeve,Half Placket,"Zipper, Rib-Knit",Spring/Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Mock-Neck Zip Half Placket Rib-knit Top,4.99,,,,,
596,swdress07201204475,,8,0,0,0,0,1,0,0,0,7,0,9,Casual,Multicolor,Tie Dye,Mini,Bodycon,Round Neck,Cap Sleeve,Regular Sleeve,,Lettuce Trim,Summer,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,Natural,,,,,,SHEIN Contrast Stitch Tie Dye Bodycon Dress,8.0,Pencil,,,,
597,swtee07201119000,,3,0,0,0,0,0,0,0,0,3,0,4,Casual,Coral Orange,Plain,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,SHEIN Ribbed Lettuce-Edge Long Sleeve Tee,3.99,,,,,
598,swtwop07201130846,,12,0,0,0,0,0,0,0,0,12,0,5,Casual,Black and White,Zebra Stripe,,,Spaghetti Strap,Sleeveless,,,,Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,Biker Shorts,SHEIN Zebra Stripe Crop Cami Top & Biker Shorts Set,4.49,,,,Camisole,
599,swtee23201203997,,7417,97,20,166,31,388,94,742,198,6024,1533,9,Casual,Lilac Purple,Ditsy Floral,Crop,,V neck,Short Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Ruched",Summer,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Ditsy Floral V-neck Lettuce Trim Tee,7.99,,,,,
