,SKU,Item Name,Price,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Top Type,Placket,Belt,Hem Shaped,Arabian Clothing
555,swsweater23200915763,Drop Shoulder Popcorn Knit Sweater,16.0,4704,71,15,75,8,183,39,336,79,4039,857,19,Casual,White,Plain,Regular,Pullovers,V neck,Long Sleeve,Drop Shoulder,Pullovers,,Winter,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
556,swsweater04200727565,Popcorn Knit Boat Neck Sweater,17.0,4704,71,15,75,8,183,39,336,79,4039,857,20,Casual,Khaki,Plain,Regular,Pullovers,V neck,Long Sleeve,Drop Shoulder,Pullovers,,Winter,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
557,swsweater23200915298,Drop Shoulder Popcorn Knit Sweater,16.0,4704,71,15,75,8,183,39,336,79,4039,857,19,Casual,Navy Blue,Plain,Regular,Pullovers,V neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
558,swsweater23200915209,Drop Shoulder Popcorn Knit Sweater,16.0,4704,71,15,75,8,183,39,336,79,4039,857,19,Casual,Green,Plain,Regular,Pullovers,V neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
559,swsweater23201008846,Drop Shoulder Popcorn Knit Sweater,16.0,4704,71,15,75,8,0,0,336,79,4039,857,19,Casual,Grey,Plain,Regular,Pullovers,V neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
560,swsweater23201008322,Drop Shoulder Popcorn Knit Sweater,16.0,4704,71,15,75,8,183,39,336,79,4039,857,19,Casual,Redwood,Plain,Regular,Pullovers,V neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
561,swouter07200902120,SHEIN Drop Shoulder Buttoned PU Leather Coat,20.0,267,6,2,4,0,15,1,20,6,225,36,24,Casual,Black,Plain,Short,Other,Collar,Long Sleeve,Drop Shoulder,,Button Front,Fall/Winter,100% PU Leather,PU Leather,Slight Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
562,swsweatsh04200831738,Slogan Graphic Drop Shoulder Sweatshirt,9.99,382,2,0,3,0,4,0,18,1,355,46,12,Casual,Black,Slogan,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
563,swsweatsh04201119112,Slogan Graphic Drop Shoulder Thermal Sweatshirt,6.99,382,2,0,3,0,4,0,18,1,355,46,8,Casual,White,Slogan,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
564,swsweatsh04201125064,Slogan Graphic Drop Shoulder Thermal Sweatshirt,7.0,382,2,0,3,0,4,0,18,1,355,46,8,Casual,Dark Grey,Slogan,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
565,swsweatsh04201125767,Slogan Graphic Drop Shoulder Sweatshirt,7.49,382,2,0,3,0,4,0,18,1,355,46,9,Casual,Yellow,Slogan,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Fall/Winter,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
566,swblouse07200918889,SHEIN Lantern Sleeve Layered Ruffle Detail Polka Dot Top,9.0,46,0,0,0,0,0,0,2,1,44,13,10,Boho,Black,Polka Dot,Regular,Top,V neck,Long Sleeve,Bishop Sleeve,Pullovers,Ruffle,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
567,swskirt23200901146,Plaid Elastic Waist Pleated Skirt,12.0,477,3,2,7,0,0,0,58,23,396,110,14,Preppy,Multicolor,Plaid,Short,Pleated,,,,,Pleated,Summer,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,,,,,
568,swskirt23201124402,Plaid Elastic Waist Pleated Skirt,6.49,477,3,2,7,0,15,3,58,23,396,110,7,Preppy,Chocolate Brown,Plaid,Short,Pleated,,,,,Pleated,Summer,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,,,,,
569,swskirt23201124590,Plaid Elastic Waist Pleated Skirt,7.49,477,3,2,7,0,15,3,58,23,396,110,9,Preppy,Grey,Plaid,Short,Pleated,,,,,Pleated,Summer,"3% Spandex, 97% Polyester",Polyester,Non-Stretch,No,,,High Waist,,,,,,,,,,
570,swbodysui07200924823,SHEIN V-neck Rib-knit Bodysuit,8.0,539,17,3,0,0,27,7,37,10,446,104,9,Basics,White,Plain,,Tee,V neck,Long Sleeve,Regular Sleeve,,Rib-Knit,Spring/Fall,"93% Rayon, 7% Spandex",Rayon,Slight Stretch,No,Skinny,,Natural,,,,,,,,,,
571,swbodysui07201021053,SHEIN V-neck Rib-knit Bodysuit,5.99,539,17,3,13,3,27,7,37,10,446,104,7,Basics,Grey,Plain,,Tee,V neck,Long Sleeve,Regular Sleeve,,Rib-Knit,Spring/Fall,"7% Spandex, 93% Cotton",Cotton,Slight Stretch,No,Skinny,,Natural,,,,,,,,,,
572,swouter23200820895,Button Front Gingham Teddy Coat,20.0,983,7,2,8,2,14,3,49,12,905,230,24,Casual,Black and White,Gingham,Short,Teddy,Collar,Long Sleeve,Drop Shoulder,,Button Front,Fall/Winter,"5% Spandex, 95% Polyester",Flannel,Slight Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
573,swouter23201205740,Button Front Gingham Teddy Coat,19.0,983,7,2,8,2,14,3,49,12,905,230,23,Casual,Multicolor,Gingham,Short,Teddy,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Fall/Winter,"5% Spandex, 95% Polyester",Shearling,Slight Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
574,swouter23201208654,Button Front Gingham Teddy Coat,12.99,983,7,2,8,2,14,3,49,12,905,230,15,Casual,Red,Gingham,Short,Teddy,Collar,Long Sleeve,Drop Shoulder,,Button Front,Fall/Winter,"5% Spandex, 95% Polyester",Flannel,Slight Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
